pre_int,pre_uv,pre_percomp,time_spent,course_ID,final_grade,subject,enrollment_reason,semester,enrollment_status,cogproc,social,posemo,negemo,n,section,post_int,post_uv,post_percomp,WC
4.6,3.6666666666666665,4,3303.3832,FrScA-S216-01,95.48532731,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,15.180731707317074,6.164634146341464,4.524146341463415,0.974390243902439,41,01,NA,NA,NA,95.04878048780488
3.8,4.666666666666667,3.5,1304.1168,AnPhA-T116-01,83.1264,AnPhA,Scheduling Conflict,T116,Approved/Enrolled,6.953333333333333,4.899166666666667,2.3841666666666668,0.4666666666666667,12,01,NA,NA,NA,61.916666666666664
3.8,3.3333333333333335,3.5,1988.8836,FrScA-T116-01,94.50456621,FrScA,Course Unavailable at Local School,T116,Approved/Enrolled,16.17222222222222,5.985833333333334,4.4655555555555555,0.5755555555555556,36,01,NA,NA,NA,102.80555555555556
4.4,2.6666666666666665,4,2166.8999,FrScA-S116-01,93.37899543,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.702162162162162,5.7927027027027025,5.3651351351351355,0.7254054054054053,37,01,NA,NA,NA,61.7027027027027
5,4.333333333333333,3.5,1095.6001,FrScA-S116-01,81.73515982,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,11.17625,4.9140625,9.0121875,0.4278125,32,01,NA,NA,NA,38.90625
4.6,4.333333333333333,3.5,1156.1668,FrScA-S116-01,86.07305936,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.3655,4.97725,4.25,0.79225,40,01,5,5,4,77.275
4.4,3.3333333333333335,3.5,3934.8498,FrScA-S116-01,69.6347032,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,13.72972972972973,3.6254054054054055,12.99,0.37648648648648647,37,01,4.25,4,3.5,42.432432432432435
5,3.6666666666666665,4,2420.5994,OcnA-T116-01,83.44723618,OcnA,Course Unavailable at Local School,T116,Approved/Enrolled,NA,NA,NA,NA,NA,01,5,4.333333333333333,3.5,NA
4.2,5,3,3123.3502,OcnA-S116-01,86.69514238,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,11.142916666666666,7.519583333333333,6.5183333333333335,0.4241666666666667,24,01,5,4.666666666666667,4,54.375
5,4.333333333333333,4.5,7.8831,FrScA-S216-02,NA,FrScA,Course Unavailable at Local School,S216,Dropped,11.48,4.1,4.1,0,1,02,NA,NA,NA,122
3.6,2.6666666666666665,3,2269.133,FrScA-S216-02,93.00225734,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,17.30090909090909,5.873939393939394,5.502121212121212,0.6548484848484848,33,02,NA,NA,NA,68.87878787878788
4.2,4.333333333333333,4,2130.6666,AnPhA-S116-01,71.6757328,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,6.828571428571428,9.575714285714286,6.43,0.19285714285714287,7,01,NA,NA,NA,55.57142857142857
4.6,4.666666666666667,4.5,535.8334,AnPhA-S116-01,70.6074672,AnPhA,Learning Preference of the Student,S116,Approved/Enrolled,10.052608695652173,7.96,5.419130434782608,1.875217391304348,23,01,NA,NA,NA,61.43478260869565
4.6,3.6666666666666665,3.5,4323.8332,FrScA-S116-04,83.17123288,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,14.020243902439024,6.8548780487804875,6.010243902439024,0.735609756097561,41,04,NA,NA,NA,66.4390243902439
4.2,4,3.5,262.5502,PhysA-S116-01,97.72222222,PhysA,Learning Preference of the Student,S116,Approved/Enrolled,15.2315,3.6115,4.641,0.255,20,01,NA,NA,NA,51.7
3.8,4,3,2615.4998,AnPhA-S116-01,81.9629328,AnPhA,Learning Preference of the Student,S116,Approved/Enrolled,8.983333333333333,7.183888888888889,5.643888888888889,0.6916666666666667,18,01,NA,NA,NA,53.55555555555556
3.2,3.3333333333333335,2.5,6954.6997,AnPhA-S116-01,88.7024,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,8.615,5.24625,5.529999999999999,1.044375,16,01,NA,NA,NA,110.5
5,3,3,2137.7164,OcnA-S116-02,84.92127303,OcnA,Scheduling Conflict,S116,Approved/Enrolled,14.69875,3.578125,3.97375,1.026875,16,02,NA,NA,NA,60.625
4.8,3.6666666666666665,3.5,2885.7832,OcnA-S116-02,95.96314908,OcnA,Scheduling Conflict,S116,Approved/Enrolled,17.925714285714285,4.532380952380953,4.55,0.5919047619047619,21,02,NA,NA,NA,55.714285714285715
3.6,2.3333333333333335,2.5,1269.6667,FrScA-S116-01,98.63013699,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.48891891891892,6.073513513513514,4.8954054054054055,1.547837837837838,37,01,4,4.333333333333333,3,61.67567567567568
2.8,2,3,2373.7169,OcnA-T116-01,92.12060302,OcnA,Course Unavailable at Local School,T116,Approved/Enrolled,NA,NA,NA,NA,NA,01,NA,NA,NA,NA
4.4,3,3,1811.9338,OcnA-S116-03,54.5352381,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,16.241666666666667,5.56,4.005,1.5916666666666668,6,03,4.25,1.3333333333333333,3.5,89.83333333333333
5,3,4,1660.9829,FrScA-S216-04,92.60722348,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,15.366111111111111,5.9158333333333335,3.3866666666666667,0.6183333333333333,36,04,NA,NA,NA,95.13888888888889
3.8,3,3,444.5,OcnA-T116-01,68.93802345,OcnA,Course Unavailable at Local School,T116,Approved/Enrolled,NA,NA,NA,NA,NA,01,NA,NA,NA,NA
3.6,3.3333333333333335,3,1120.367,PhysA-S116-01,96.80555556,PhysA,Learning Preference of the Student,S116,Approved/Enrolled,22.790769230769232,6.092307692307692,7.756153846153846,1.1523076923076923,13,01,3.5,3.6666666666666665,4,43.07692307692308
5,NA,5,2313.5495,FrScA-S116-03,68.03424658,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,12.254999999999999,9.524285714285714,3.807142857142857,1.792142857142857,28,03,NA,NA,NA,72.89285714285714
4.6,4,3.5,2600.1334,OcnA-S116-01,81.06532663,OcnA,Learning Preference of the Student,S116,Approved/Enrolled,13.671818181818182,7.6881818181818184,8.637272727272727,0.750909090909091,11,01,4.25,4,4,83.81818181818181
4.2,3,3,4112.7673,OcnA-S216-01,56.9681742,OcnA,Other,S216,Approved/Enrolled,11.49,5.75,1.15,2.3,1,01,NA,NA,NA,87
4.8,4.666666666666667,4,642.0504,PhysA-S116-01,26.80555556,PhysA,Scheduling Conflict,S116,Approved/Enrolled,20.35,7.42,4.363333333333333,0.57,9,01,NA,NA,NA,72.22222222222223
4,2.3333333333333335,3.5,56.3166,FrScA-S116-01,NA,FrScA,Course Unavailable at Local School,S116,Dropped,7.326666666666666,10.176666666666666,9.236666666666666,0.64,3,01,4,2.3333333333333335,4,29.333333333333332
4.6,3.3333333333333335,3.5,3315.3331,FrScA-S116-01,78.31050228,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.070357142857143,5.360357142857143,6.519285714285714,0.35678571428571426,28,01,5,3.3333333333333335,3.5,57.42857142857143
3.8,3,4,68.6333,OcnA-S216-01,NA,OcnA,Course Unavailable at Local School,S216,Dropped,13.33,4,5.33,0,1,01,NA,NA,NA,75
4.2,2,3.5,1551.6665,FrScA-S116-01,92.69406393,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.005384615384616,5.006410256410256,6.54051282051282,0.6071794871794872,39,01,2.75,2,3,59.82051282051282
3,3,3.5,1329.3997,BioA-S116-01,36.57419355,BioA,Other,S116,Approved/Enrolled,18.74,7.966666666666667,7.759444444444444,1.2805555555555554,18,01,NA,NA,NA,32.333333333333336
4.4,3.6666666666666665,3,1395.8998,FrScA-S216-01,91.87358916,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,14.333714285714285,5.6162857142857145,5.789714285714286,0.5314285714285715,35,01,NA,NA,NA,54.65714285714286
3.8,4,4,2258.9165,AnPhA-S216-01,71.6544,AnPhA,Other,S216,Approved/Enrolled,10.006521739130434,7.336086956521739,3.993478260869565,0.8921739130434783,23,01,NA,NA,NA,63.91304347826087
5,4.333333333333333,5,1284.8333,FrScA-S116-03,65.56392694,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.554782608695652,9.067826086956522,4.648695652173913,0.6830434782608695,23,03,NA,NA,NA,45.56521739130435
3.6,4,3.5,1998.4998,AnPhA-S116-01,87.1808,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,9.8478125,9.2484375,5.063125,1.6615625,32,01,NA,NA,NA,69.65625
3.8,2.6666666666666665,3,1980.6001,OcnA-S216-02,83.58458961,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,14.403529411764707,5.643529411764706,6.629411764705882,1.0105882352941176,17,02,NA,NA,NA,89.76470588235294
4.4,3,3,1233.3832,OcnA-T116-01,35.74539363,OcnA,Learning Preference of the Student,T116,Approved/Enrolled,NA,NA,NA,NA,NA,01,NA,NA,NA,NA
3.6,2.6666666666666665,3,2015.5833,OcnA-S216-02,65.03685092,OcnA,Credit Recovery,S216,Approved/Enrolled,21.37,6.585,7.4575,0,4,02,NA,NA,NA,116
4.2,2.6666666666666665,3.5,2062.95,FrScA-S116-03,81.97945205,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.524347826086956,3.6443478260869564,4.286086956521739,0.5678260869565217,23,03,NA,NA,NA,59.56521739130435
4.8,3.3333333333333335,3,152.7499,FrScA-S116-03,67.91780822,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,9.770555555555555,5.1594444444444445,4.766666666666667,0.05777777777777778,18,03,NA,NA,NA,37.72222222222222
4.8,3.6666666666666665,3.5,1075.6163,FrScA-S216-01,90.97065463,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,16.08425,8.31375,2.64875,1.32125,40,01,NA,NA,NA,51.925
4.2,4,3,4799.483,OcnA-S216-01,90.76884422,OcnA,Scheduling Conflict,S216,Approved/Enrolled,14.111666666666666,8.352222222222222,8.582222222222223,1.067222222222222,18,01,NA,NA,NA,82.27777777777777
3.8,2.6666666666666665,2.5,885.9167,FrScA-S216-01,69.63882619,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,16.136842105263156,4.2573684210526315,6.259473684210526,0.19999999999999998,19,01,NA,NA,NA,63.63157894736842
4.2,3.3333333333333335,3,2231.3667,OcnA-S216-02,69.8040201,OcnA,Learning Preference of the Student,S216,Approved/Enrolled,14.856363636363637,7.065454545454545,5.1472727272727274,0.9518181818181818,11,02,NA,NA,NA,83.9090909090909
4.4,3.6666666666666665,3.5,1174.3499,FrScA-S116-03,76.30821918,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.15857142857143,6.911142857142857,5.751142857142857,0.8725714285714286,35,03,NA,NA,NA,71.6
3.4,3.3333333333333335,2.5,700.9668,FrScA-S116-03,11.15296804,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,10.897142857142857,6.061428571428571,4.981428571428571,0,7,03,NA,NA,NA,50.714285714285715
4,3,4,1598.3499,FrScA-S116-03,75.28310502,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.523666666666667,8.836666666666666,4.265333333333333,1.7336666666666667,30,03,NA,NA,NA,52.63333333333333
5,5,5,364.5001,AnPhA-S216-02,NA,AnPhA,Scheduling Conflict,S216,Dropped,11.635,10.85125,5.6575,0.76875,8,02,NA,NA,NA,61.75
4.2,4,4,119.3169,AnPhA-T116-01,85.7936,AnPhA,Course Unavailable at Local School,T116,Approved/Enrolled,12.410833333333333,6.683333333333334,5.13375,1.5204166666666667,24,01,NA,NA,NA,61.583333333333336
5,5,3.5,2429.3997,AnPhA-T116-01,87.6208,AnPhA,Course Unavailable at Local School,T116,Approved/Enrolled,11.60952380952381,7.08952380952381,3.0995238095238093,1.2866666666666666,21,01,NA,NA,NA,53.57142857142857
4,3.6666666666666665,3,1092.3662,OcnA-S116-01,95.00837521,OcnA,Learning Preference of the Student,S116,Approved/Enrolled,11.918181818181818,5.6431818181818185,6.0209090909090905,0.4322727272727273,22,01,4,3.6666666666666665,2.5,52.95454545454545
4.6,4.666666666666667,4,362.8837,FrScA-S116-01,87.67123288,FrScA,Other,S116,Approved/Enrolled,13.52078947368421,10.34842105263158,7.654210526315789,1.1578947368421053,38,01,4.5,4.666666666666667,3,52.5
5,4.333333333333333,3.5,3067.4676,AnPhA-S116-01,95.104,AnPhA,Other,S116,Approved/Enrolled,12.331428571428571,6.976785714285715,7.25,1.1714285714285715,28,01,NA,NA,NA,91.5
5,4.333333333333333,4.5,2582.4167,FrScA-S116-03,90.65068493,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.5565,5.4035,3.60525,0.583,40,03,NA,NA,NA,98.275
5,4,3,2571.5334,FrScA-S116-03,92.46575342,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,16.409268292682928,6.16,3.571707317073171,0.795609756097561,41,03,3.75,3,2.5,129.85365853658536
4.2,3.6666666666666665,3.5,60.65,FrScA-S116-03,NA,FrScA,Course Unavailable at Local School,S116,Dropped,NA,NA,NA,NA,NA,03,NA,NA,NA,NA
3.6,3.3333333333333335,3.5,317.2168,AnPhA-S116-01,83.2053328,AnPhA,Learning Preference of the Student,S116,Approved/Enrolled,12.72,5.2995,2.903,0.595,20,01,NA,NA,NA,49.5
4.4,4,4.5,532.7998,PhysA-S116-01,68.05555556,PhysA,Learning Preference of the Student,S116,Approved/Enrolled,19.201666666666668,8.373333333333333,5.608333333333333,0.2866666666666667,6,01,NA,NA,NA,57.333333333333336
3.4,3.6666666666666665,3,1132.1503,BioA-S116-01,61.3172043,BioA,Scheduling Conflict,S116,Approved/Enrolled,0,0,0,0,1,01,NA,NA,NA,1
NA,4,3.5,945.417,FrScA-S216-01,90.51918736,FrScA,Other,S216,Approved/Enrolled,16.70525,5.21875,3.54375,1.0245,40,01,NA,NA,NA,77.225
4,2.3333333333333335,4,48.4333,FrScA-S216-01,NA,FrScA,Course Unavailable at Local School,S216,Dropped,9.43,5.66,12.26,0,1,01,NA,NA,NA,106
5,4.666666666666667,4,3780.5335,FrScA-S116-03,86.29452055,FrScA,Other,S116,Approved/Enrolled,13.585675675675676,6.667027027027027,3.964054054054054,1.2313513513513514,37,03,2.25,2,1,66.43243243243244
5,4.333333333333333,3.5,2432.7831,PhysA-S116-01,76.875,PhysA,Course Unavailable at Local School,S116,Approved/Enrolled,18.193157894736842,5.422105263157895,2.946842105263158,0.6736842105263158,19,01,5,3.6666666666666665,4.5,57
3.4,4,3.5,2173.1333,PhysA-S116-01,92.375,PhysA,Course Unavailable at Local School,S116,Approved/Enrolled,14.922380952380953,5.285714285714286,6.0652380952380955,0.2723809523809524,21,01,4,4,3.5,54.42857142857143
5,3.6666666666666665,4.5,6348.4492,OcnA-S116-01,93.83249581,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,13.9536,6.97,3.804,1.0692,25,01,4.75,3.6666666666666665,4.5,101.92
3,3.3333333333333335,2.5,24.65,FrScA-S216-01,NA,FrScA,Course Unavailable at Local School,S216,Dropped,NA,NA,NA,NA,NA,01,NA,NA,NA,NA
5,4,4.5,2151.1498,OcnA-S116-01,81.89782245,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,14.155238095238095,7.328095238095238,5.166666666666667,0.4390476190476191,21,01,NA,NA,NA,64.66666666666667
3,3,2,2046.9998,PhysA-S116-01,71.59722222,PhysA,Course Unavailable at Local School,S116,Approved/Enrolled,16.5165,6.468,4.71,0.183,20,01,3.25,3.3333333333333335,2.5,54.5
4.6,4.333333333333333,3.5,6009.3666,AnPhA-S116-01,75.6416,AnPhA,Learning Preference of the Student,S116,Approved/Enrolled,7.133076923076923,5.969230769230769,3.8623076923076924,0.8269230769230769,13,01,NA,NA,NA,53.61538461538461
4.6,3.6666666666666665,4,2310.3333,FrScA-S216-02,90.74492099,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,17.985833333333332,4.005,6.474444444444444,0.7558333333333334,36,02,NA,NA,NA,56.72222222222222
4.8,3.6666666666666665,3.5,766.5663,FrScA-S216-01,68.62302483,FrScA,Other,S216,Approved/Enrolled,14.951538461538462,8.106923076923078,2.3623076923076924,1.5792307692307692,13,01,NA,NA,NA,85.61538461538461
5,4,3.5,1430.217,OcnA-S116-02,96.29815745,OcnA,Other,S116,Approved/Enrolled,13.894545454545455,4.638181818181818,4.382727272727273,0.6527272727272727,11,02,NA,NA,NA,75.27272727272727
4.4,4.333333333333333,3.5,1476.0832,FrScA-S116-01,73.51598174,FrScA,Other,S116,Approved/Enrolled,15.6935,5.42175,7.16975,0.7785,40,01,1.5,1,1,46.05
4.6,3.3333333333333335,3,1145.5167,FrScA-S116-03,76.97031963,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,18.457714285714285,8.837428571428571,4.928285714285714,1.254,35,03,3.75,3,2.5,58.74285714285714
5,4.666666666666667,4.5,1692.6164,FrScA-S116-03,86.60045662,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.284324324324324,8.252432432432432,5.211351351351351,0.7745945945945946,37,03,NA,NA,NA,94.24324324324324
NA,3.3333333333333335,3.5,1803.8334,BioA-S116-01,64.23548387,BioA,Other,S116,Approved/Enrolled,17.09166666666667,6.1175,5.9591666666666665,1.1808333333333334,12,01,NA,NA,NA,56.666666666666664
5,5,4.5,1517.5835,FrScA-S116-03,94.30365297,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.96625,6.69,4.8285,1.21225,40,03,5,5,5,124.4
4.4,3,3.5,1097.8003,FrScA-S216-01,91.4221219,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,15.465128205128206,7.089743589743589,7.642051282051282,0.7443589743589744,39,01,NA,NA,NA,58.61538461538461
5,4.666666666666667,5,2363.6832,AnPhA-S116-01,73.4533328,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,11.601923076923077,8.920384615384615,3.9746153846153844,1.1084615384615384,26,01,NA,NA,NA,64.65384615384616
5,4.666666666666667,5,509.5167,PhysA-S116-01,77.43055556,PhysA,Learning Preference of the Student,S116,Approved/Enrolled,19.406666666666666,5.696666666666666,4.336666666666667,0.05583333333333334,12,01,NA,NA,NA,65.08333333333333
4.6,4,5,231.7502,PhysA-S116-01,70.73611111,PhysA,Other,S116,Approved/Enrolled,14.21,8.218823529411765,3.9705882352941178,1.1258823529411766,17,01,NA,NA,NA,63.588235294117645
4.4,3.6666666666666665,3,3890,FrScA-S116-03,63.85159817,FrScA,Other,S116,Approved/Enrolled,15.107,4.886,4.641,0.215,10,03,NA,NA,NA,112.2
5,4,3.5,1378.984,FrScA-S116-03,62.73287671,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.241666666666667,7.2908333333333335,4.845833333333333,0.22041666666666668,24,03,NA,NA,NA,69.58333333333333
5,3.3333333333333335,3.5,871.2833,FrScA-S216-01,45.59819413,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,11.797727272727272,7.173181818181818,6.723636363636364,0.12409090909090909,22,01,NA,NA,NA,51.77272727272727
5,5,4.5,2300.6664,AnPhA-S116-02,81.1226672,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.772142857142857,7.2214285714285715,5.200714285714286,0.44642857142857145,14,02,NA,NA,NA,47.07142857142857
4.2,3.3333333333333335,3,3544.8161,AnPhA-S116-02,79.3941328,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.141666666666667,7.199583333333333,5.281666666666666,0.42625,24,02,NA,NA,NA,53.875
NA,4.333333333333333,4,4264.25,AnPhA-S116-02,94.9274672,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.285769230769231,8.89076923076923,8.705769230769231,0.9792307692307692,26,02,NA,NA,NA,89.61538461538461
4.8,4.666666666666667,4.5,768.4833,AnPhA-S116-02,88.8896,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,16.292962962962964,7.244814814814815,4.492962962962963,1.3562962962962963,27,02,NA,NA,NA,49.148148148148145
4,3.3333333333333335,3,2252.5,BioA-S116-01,78.86666667,BioA,Credit Recovery,S116,Approved/Enrolled,17.345625,7.763125,4.01375,0.78,16,01,3,3.3333333333333335,2.5,70
5,4.666666666666667,4.5,2689.2001,FrScA-S116-01,91.09589041,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.837142857142856,5.738857142857142,4.422571428571429,1.4745714285714286,35,01,NA,NA,NA,83.14285714285714
5,5,5,658.4165,BioA-S116-01,82.33333333,BioA,Course Unavailable at Local School,S116,Approved/Enrolled,16.948333333333334,9.405,3.5879166666666666,1.6425,24,01,NA,NA,NA,69.83333333333333
4.6,4,3.5,250.4331,AnPhA-T116-01,73.8816,AnPhA,Learning Preference of the Student,T116,Approved/Enrolled,12.788,7.004,4.0175,2.3225,20,01,NA,NA,NA,55.35
NA,3.3333333333333335,4.5,1389.3161,OcnA-S116-01,77.5561139,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,13.641,5.771,8.861,0.8270000000000001,10,01,4.75,4.333333333333333,4.5,41.8
3.8,3.3333333333333335,2.5,1077.1836,FrScA-S216-01,89.61625282,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,14.1525,4.7347222222222225,3.674166666666667,0.8494444444444444,36,01,NA,NA,NA,67.5
3.8,3.6666666666666665,3.5,849.6835,FrScA-S216-01,52.37020316,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,13.859565217391305,5.429130434782609,7.020869565217391,0.9543478260869566,23,01,NA,NA,NA,79.30434782608695
4.6,4,4,1103.0832,FrScA-S116-03,67.956621,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.218529411764706,8.136470588235294,5.159117647058824,0.6641176470588235,34,03,4.25,4,3.5,71.05882352941177
4.2,4,3,2454.3332,OcnA-S116-01,89.12897822,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,18.881666666666668,7.724166666666667,6.434166666666667,1.0358333333333334,12,01,NA,NA,NA,92.83333333333333
4.6,2.6666666666666665,3.5,1178.0834,FrScA-S116-03,88.52054795,FrScA,Scheduling Conflict,S116,Approved/Enrolled,17.513548387096773,5.045483870967741,3.8280645161290323,0.707741935483871,31,03,NA,NA,NA,56.935483870967744
5,5,4.5,1550.4668,AnPhA-S116-02,91.912,AnPhA,Other,S116,Approved/Enrolled,11.238,6.3516,4.1916,1.222,25,02,NA,NA,NA,56
3,3,3,3785.2838,AnPhA-S116-02,79.84,AnPhA,Other,S116,Approved/Enrolled,10.168695652173913,6.202608695652174,3.256521739130435,0.6947826086956521,23,02,NA,NA,NA,98.6086956521739
4.8,3,3.5,1821.6838,FrScA-S216-01,88.48758465,FrScA,Learning Preference of the Student,S216,Approved/Enrolled,14.315641025641026,3.2235897435897436,4.3533333333333335,0.9817948717948718,39,01,NA,NA,NA,50
3.8,3.3333333333333335,4,44.7332,OcnA-S216-01,1.800670017,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,NA,NA,NA,NA,NA,01,NA,NA,NA,NA
3.8,4,4.5,1302.8501,PhysA-S116-01,92.70833333,PhysA,Course Unavailable at Local School,S116,Approved/Enrolled,17.8625,7.18,4.52,0.2058333333333333,12,01,NA,NA,NA,64.41666666666667
3.2,3.3333333333333335,2,1639.4498,PhysA-S116-01,76.13888889,PhysA,Learning Preference of the Student,S116,Approved/Enrolled,13.376875,7.660625,4.215625,0,16,01,NA,NA,NA,64.0625
4.2,2.6666666666666665,3.5,1334.7001,AnPhA-S116-02,60.9642672,AnPhA,Other,S116,Approved/Enrolled,5.36,3.57,3.57,0,1,02,NA,NA,NA,56
3.8,3.6666666666666665,4,222.9831,BioA-S116-01,36.34408602,BioA,Other,S116,Approved/Enrolled,16.086666666666666,0,5.336666666666666,6.43,3,01,3.25,2.6666666666666665,3,28.333333333333332
4.2,3.3333333333333335,4,2920.9838,BioA-S116-01,99.75806452,BioA,Other,S116,Approved/Enrolled,15.608333333333334,7.88875,5.04375,1.2129166666666666,24,01,NA,NA,NA,88.625
3.6,3.6666666666666665,3,6243.9003,OcnA-S216-02,97.37018425,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,16.12,8.602500000000001,5.6325,0.9933333333333334,12,02,NA,NA,NA,54.833333333333336
5,5,4.5,4359.0996,AnPhA-S216-02,90.0016,AnPhA,Course Unavailable at Local School,S216,Approved/Enrolled,11.88653846153846,7.531153846153846,5.476153846153846,1.16,26,02,NA,NA,NA,54.84615384615385
4.8,3.3333333333333335,3.5,756.0998,FrScA-S116-01,64.38356164,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.32913043478261,5.7873913043478264,7.768260869565217,0.03608695652173913,23,01,NA,NA,NA,35.43478260869565
4.6,4,4.5,1315.25,AnPhA-S116-02,82.1541328,AnPhA,Learning Preference of the Student,S116,Approved/Enrolled,10.489285714285714,8.16,5.475714285714286,0.42928571428571427,28,02,NA,NA,NA,57.82142857142857
5,5,4.5,3868.5332,FrScA-S116-04,96.1803653,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,19.133953488372093,7.552093023255814,4.628837209302326,0.4432558139534884,43,04,NA,NA,NA,94.5813953488372
5,4.666666666666667,3.5,906.8832,FrScA-S216-01,81.6027088,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,15.382222222222222,5.6925,5.7491666666666665,0.9308333333333333,36,01,NA,NA,NA,41.75
4.8,4,4.5,1479.8998,OcnA-S216-02,70.21775544,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,11.366,5.997,2.342,2.029,10,02,NA,NA,NA,69.6
4.2,3.6666666666666665,3.5,1311.9998,BioA-S116-01,96.26344086,BioA,Scheduling Conflict,S116,Approved/Enrolled,15.507222222222222,9.178333333333333,4.464444444444444,1.7883333333333333,18,01,NA,NA,NA,84.72222222222223
4.2,3.3333333333333335,3.5,3134.9666,AnPhA-S216-01,84.9536,AnPhA,Scheduling Conflict,S216,Approved/Enrolled,10.174285714285714,6.085238095238095,4.501904761904762,1.0804761904761904,21,01,NA,NA,NA,99.04761904761905
4,4.333333333333333,3.5,686.2998,AnPhA-S116-02,84.0224,AnPhA,Other,S116,Approved/Enrolled,8.8135,6.9085,4.3294999999999995,1.0975,20,02,NA,NA,NA,50.8
3.2,3.6666666666666665,3,584.9166,AnPhA-S116-02,29.6533328,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,8.706666666666667,4.196666666666667,8.109166666666667,1.0016666666666667,12,02,NA,NA,NA,18.25
4.6,4.333333333333333,3,657.1668,AnPhA-S216-01,47.0544,AnPhA,Other,S216,Approved/Enrolled,12.6925,5.9125000000000005,4.025833333333333,1.4366666666666668,12,01,NA,NA,NA,60.333333333333336
5,4,3,1182.9332,FrScA-S116-02,85.38356164,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,15.040000000000001,7.6842424242424245,5.254545454545455,1.435151515151515,33,02,NA,NA,NA,71.84848484848484
3.8,4,4,206.2335,BioA-S116-01,6.747311828,BioA,Other,S116,Approved/Enrolled,16.563333333333333,10.825000000000001,14.57,1.3683333333333334,6,01,NA,NA,NA,33.666666666666664
3.4,3.3333333333333335,2.5,857.6167,FrScA-S216-02,61.173814900000004,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,12.9475,6.6525,7.6225,0.52,4,02,NA,NA,NA,115.75
4.8,4.333333333333333,4.5,946.7998,FrScA-S116-01,65.98173516,FrScA,Other,S116,Approved/Enrolled,16.091428571428573,4.001428571428572,4.744642857142857,0.8992857142857142,28,01,NA,NA,NA,42.07142857142857
3.8,4,2,1722.1833,FrScA-S216-02,69.97742664,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,12.276250000000001,4.35125,2.76625,0.34750000000000003,8,02,NA,NA,NA,100.25
