pre_int,pre_uv,pre_percomp,time_spent,course_ID,final_grade,subject,enrollment_reason,semester,enrollment_status,cogproc,social,posemo,negemo,n,section,post_int,post_uv,post_percomp,WC
4.8,3.3333333333333335,4,846.5665,FrScA-S116-01,94.74885845,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,10.916666666666666,5.208205128205128,4.855641025641026,0.8361538461538461,39,01,5,4.666666666666667,4,53.35897435897436
4,3.3333333333333335,2.5,1448.9339,FrScA-S116-01,92.92237443,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.225555555555555,2.3227777777777776,7.770277777777777,0.6224999999999999,36,01,NA,NA,NA,31.22222222222222
4.6,3,4,874.0172,FrScA-S116-01,49.08675799,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,9.6265,4.828,4.8595,0.6825,20,01,5,4,4.5,98.45
4.4,3.3333333333333335,4,2575.4667,FrScA-S116-01,72.14611872,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,4.621818181818182,3.2448484848484846,16.578181818181818,0.7263636363636363,33,01,2.5,2.6666666666666665,2.5,18.181818181818183
4.8,3.3333333333333335,3.5,1564.633,FrScA-S116-01,86.30136986,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,17.058048780487805,7.644634146341463,3.074390243902439,0.7090243902439024,41,01,NA,NA,NA,58.78048780487805
3.4,4.333333333333333,3,0.5833,OcnA-S116-02,NA,OcnA,Course Unavailable at Local School,S116,Dropped,NA,NA,NA,NA,NA,02,NA,NA,NA,NA
3.4,3.6666666666666665,3,968.3333,PhysA-S116-01,98.05555556,PhysA,Other,S116,Approved/Enrolled,17.439166666666665,7.251666666666667,5.6125,0,12,01,NA,NA,NA,68.16666666666667
3.8,4,3.5,2948.6174,FrScA-S116-01,90.1826484,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.052051282051282,4.824871794871795,6.688461538461539,0.851025641025641,39,01,3.25,3.3333333333333335,3,33.717948717948715
4.6,3.3333333333333335,4,2544.3666,FrScA-S116-02,65.17808219,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.063260869565218,6.734347826086957,4.639130434782609,0.9923913043478261,46,02,NA,NA,NA,60.73913043478261
4,NA,4.5,1978.0169,FrScA-S116-03,71.25114155,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.563636363636364,6.66,5.081363636363636,0.5990909090909091,22,03,3.75,3,3.5,65.68181818181819
5,4,4.5,1871.1168,FrScA-S116-03,96.60502283,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.75128205128205,6.8999999999999995,4.884358974358975,1.1556410256410257,39,03,NA,NA,NA,92.28205128205128
5,5,3.5,5532.4164,AnPhA-S116-01,91.6549328,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,10.760625,7.75125,4.181875,0.7225,16,01,NA,NA,NA,80
3.2,3.3333333333333335,2.5,1627.3499,FrScA-S216-01,83.74717833,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,16.00702702702703,5.371351351351351,3.428108108108108,1.0472972972972974,37,01,NA,NA,NA,64.78378378378379
5,3.3333333333333335,4,890.4333,FrScA-S216-01,84.98871332,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,13.387647058823529,4.066764705882353,7.311470588235294,1.4438235294117647,34,01,4.5,3,3.5,70.1470588235294
4,3,3,1464.4668,FrScA-S116-01,86.98630137,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.238648648648649,5.357027027027027,3.8294594594594593,0.66,37,01,NA,NA,NA,26.054054054054053
4.2,3,3.5,2689.1334,FrScA-S116-01,100,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.076923076923077,4.187179487179487,6.247948717948717,1.2412820512820513,39,01,NA,NA,NA,63.8974358974359
3.2,3,3,565.7832,FrScA-S116-01,64.98858447,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.888148148148149,6.014814814814815,7.796296296296297,0.6166666666666667,27,01,NA,NA,NA,41.51851851851852
3.8,3.3333333333333335,2.5,816.7002,FrScA-S216-01,67.72009029,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,13.44030303030303,5.505757575757576,3.928181818181818,1.6084848484848484,33,01,NA,NA,NA,76.75757575757575
4.4,3,3,1375.4834,FrScA-S116-02,87.19863014,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,11.254166666666666,4.0938888888888885,4.328055555555555,1.4619444444444445,36,02,NA,NA,NA,48.19444444444444
3.8,3.6666666666666665,4.5,107.8999,FrScA-S116-01,NA,FrScA,Course Unavailable at Local School,S116,Dropped,12.280000000000001,9.379999999999999,4.86,0.33,3,01,NA,NA,NA,62.333333333333336
4.6,2.6666666666666665,4,191.3834,FrScA-S116-01,49.31506849,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,13.295333333333334,4.936,4.962,0.9046666666666666,30,01,NA,NA,NA,62.1
5,4.333333333333333,4.5,4046.6159,FrScA-S116-01,96.80365297,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,13.33925,5.6565,4.399,0.8805,40,01,5,5,5,61.175
3.6,2.6666666666666665,3,379.1335,FrScA-S116-01,42.69406393,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,13.102857142857143,7.780952380952381,6.586190476190477,0.5723809523809524,21,01,NA,NA,NA,62.61904761904762
5,4.333333333333333,4,1070.2167,FrScA-S116-02,32.5913242,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,11.318461538461538,7.336923076923076,4.4653846153846155,0.3507692307692308,13,02,NA,NA,NA,55.61538461538461
3.8,3.6666666666666665,3.5,787.2831,FrScA-S116-03,89.84246575,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.7471875,5.26375,4.1765625,0.7659375,32,03,NA,NA,NA,104.75
4,4,3.5,2381.6998,FrScA-S116-03,91.4109589,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.893061224489795,5.501836734693877,5.074897959183674,1.3412244897959185,49,03,4.5,4,4,87.77551020408163
5,4.333333333333333,3.5,638.7338,FrScA-S116-03,86.52054795,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.202,7.561428571428571,5.106,1.0817142857142856,35,03,5,4.333333333333333,4.5,111.51428571428572
5,3.6666666666666665,3.5,1376.483,FrScA-S116-03,68.26484018,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.562758620689655,5.933103448275862,4.241034482758621,0.7944827586206896,29,03,NA,NA,NA,95.03448275862068
4.4,4,3.5,1461.8332,FrScA-S116-01,96.80365297,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.203809523809523,6.059523809523809,5.977857142857142,1.7704761904761905,42,01,NA,NA,NA,57
4,3,2.5,1024.7833,FrScA-S216-01,91.19638826,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,15.54076923076923,5.293846153846154,4.97974358974359,0.6828205128205128,39,01,NA,NA,NA,53.58974358974359
5,4.666666666666667,4,3050.0831,AnPhA-S116-01,75.1296,AnPhA,Learning Preference of the Student,S116,Approved/Enrolled,10.746315789473684,6.153157894736842,3.973684210526316,0.9021052631578947,19,01,NA,NA,NA,68.73684210526316
5,3.6666666666666665,4,1283.4669,FrScA-S216-04,86.20767494,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,12.808260869565217,4.8376086956521736,4.078260869565217,1.5656521739130436,46,04,NA,NA,NA,81.21739130434783
3.6,3.6666666666666665,4.5,297.5167,BioA-S116-01,7.580645161,BioA,Learning Preference of the Student,S116,Approved/Enrolled,NA,NA,NA,NA,NA,01,NA,NA,NA,NA
5,4.333333333333333,4,1784.2506,FrScA-S116-03,85.87442922,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.661621621621622,4.9905405405405405,3.6062162162162164,0.605945945945946,37,03,NA,NA,NA,69.94594594594595
4,4,3.5,1297.9167,FrScA-S116-01,85.61643836,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,13.629999999999999,5.377027027027027,6.268648648648648,0.6964864864864865,37,01,4,4,3,27.675675675675677
4.2,2,3,1647.2669,FrScA-S116-01,83.78995434,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,14.858205128205128,6.77974358974359,6.761794871794872,1.6879487179487178,39,01,NA,NA,NA,40.76923076923077
4.2,4.333333333333333,5,3255.3003,PhysA-S116-01,95.13888889,PhysA,Other,S116,Approved/Enrolled,17.456,5.273333333333333,4.4366666666666665,0,15,01,NA,NA,NA,57.733333333333334
3.8,3,2,1349.9664,PhysA-S116-01,85.93055556,PhysA,Learning Preference of the Student,S116,Approved/Enrolled,17.278125,4.189375,3.988125,0.045,16,01,NA,NA,NA,81.5
4.2,4,3.5,610.8334,AnPhA-S116-01,81.6224,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,9.380625,6.54,2.886875,0.884375,16,01,NA,NA,NA,47.125
4.4,4,3.5,501.1839,FrScA-S216-04,91.50564334,FrScA,Other,S216,Approved/Enrolled,13.299310344827585,7.147931034482759,5.190344827586207,0.6206896551724138,29,04,NA,NA,NA,104.93103448275862
3.6,2.6666666666666665,3,516.7003,BioA-S116-01,88.78494624,BioA,Learning Preference of the Student,S116,Approved/Enrolled,16.8625,7.244166666666667,6.571666666666666,1.2204166666666667,24,01,NA,NA,NA,77.58333333333333
4.8,4.666666666666667,3.5,608.1834,AnPhA-S116-01,91.2928,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,11.2044,6.0856,2.5116,1.5276,25,01,NA,NA,NA,86.32
3.2,3,4,4075.5504,FrScA-S116-01,89.9543379,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,12.83625,4.02175,4.1652499999999995,0.33699999999999997,40,01,NA,NA,NA,25.025
3.8,3,3,3954.2997,BioA-S116-01,75.11182796,BioA,Learning Preference of the Student,S116,Approved/Enrolled,15.280416666666667,8.819583333333334,5.635833333333333,0.7604166666666667,24,01,NA,NA,NA,44.375
3.8,3,4,63.6837,BioA-S116-01,75.0827957,BioA,Other,S116,Approved/Enrolled,16.6072,12.0668,7.3132,1.0288,25,01,2.75,3,3.5,29.92
4,4.666666666666667,4.5,2127.0664,AnPhA-S116-01,71.7376,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,12.388,9.895,4.1610000000000005,1.094,20,01,NA,NA,NA,86.7
3.8,3.6666666666666665,3,142.7337,BioA-S116-01,72.84946237,BioA,Other,S116,Approved/Enrolled,16.15888888888889,10.177777777777777,6.095555555555555,1.4516666666666667,18,01,NA,NA,NA,54
4.4,4,3.5,1581.7665,OcnA-S116-02,79.11222781,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,16.717222222222222,5.0633333333333335,4.921111111111111,1.261111111111111,18,02,NA,NA,NA,54.666666666666664
3,3,3,1391.0673,BioA-S116-01,45.76666667,BioA,Credit Recovery,S116,Approved/Enrolled,13.4325,5.23625,7.69875,3.14,8,01,NA,NA,NA,35.75
3.8,3.3333333333333335,3.5,1855.9338,BioA-S116-01,92.94301075,BioA,Scheduling Conflict,S116,Approved/Enrolled,19.17653846153846,6.955384615384616,3.9942307692307693,1.46,26,01,3.75,3.6666666666666665,3.5,90
5,3.3333333333333335,4.5,1210.0499,FrScA-S216-01,84.65011287,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,14.667948717948718,5.173846153846154,4.365897435897436,0.6523076923076923,39,01,NA,NA,NA,52.35897435897436
4,3.6666666666666665,3.5,1800.2174,OcnA-S216-01,71.80904523,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,17.71142857142857,7.925714285714286,3.5,1.1,7,01,NA,NA,NA,95.28571428571429
4.4,2.6666666666666665,3,1374.95,FrScA-S216-01,72.91196388,FrScA,Other,S216,Approved/Enrolled,13.368235294117648,5.9991176470588234,5.898529411764706,1.5529411764705883,34,01,NA,NA,NA,45.8235294117647
5,5,4.5,406.0001,AnPhA-S116-01,35.0608,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,3.74,3.74,1.87,0.93,1,01,NA,NA,NA,107
5,5,4,1272.3172,AnPhA-S216-01,93.5386672,AnPhA,Course Unavailable at Local School,S216,Approved/Enrolled,12.14655172413793,6.491724137931034,3.2479310344827588,1.1344827586206896,29,01,NA,NA,NA,77.10344827586206
4.2,4,3.5,282.7834,FrScA-S116-01,97.26027397,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.774864864864865,6.984864864864865,4.8183783783783785,0.3362162162162162,37,01,4,3.6666666666666665,3,57.91891891891892
4.4,4,3,7067.1498,AnPhA-S116-01,95.0208,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.53962962962963,5.498888888888889,3.8892592592592594,0.6733333333333333,27,01,NA,NA,NA,62.25925925925926
4.2,4,4,3856.8672,AnPhA-S116-01,89.8133328,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.1275,8.505416666666667,5.408333333333333,0.7320833333333333,24,01,NA,NA,NA,54.041666666666664
5,5,4,2167.9669,FrScA-S116-01,85.61643836,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.864871794871794,7.227692307692307,6.637692307692308,0.9256410256410257,39,01,NA,NA,NA,65.1025641025641
4.2,3.6666666666666665,2.5,4140.4495,AnPhA-S116-01,96.8144,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.811538461538461,6.155,3.706153846153846,0.7884615384615384,26,01,NA,NA,NA,64.3076923076923
4,4.333333333333333,3.5,4239.5495,AnPhA-S116-01,83.4938672,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,12.456551724137931,6.344482758620689,4.018965517241379,0.6348275862068965,29,01,NA,NA,NA,47.62068965517241
3.6,3,3,403.8,OcnA-S216-01,73.1038526,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,13.0355,8.645999999999999,5.319,0.653,20,01,NA,NA,NA,62.4
4.8,3.3333333333333335,4.5,1219.4837,FrScA-S116-03,68.65525114,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.5435,7.2305,7.10625,0.65675,40,03,4,2.6666666666666665,3.5,52.825
4.2,5,4.5,3030.1667,AnPhA-S116-02,81.5237328,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,13.728181818181818,7.045454545454546,5.315,0.20181818181818184,22,02,NA,NA,NA,35.59090909090909
4.2,3.6666666666666665,3.5,598.783,FrScA-S116-01,91.78082192,FrScA,Scheduling Conflict,S116,Approved/Enrolled,14.440249999999999,4.283,9.3475,0.65825,40,01,NA,NA,NA,57.8
4.4,3.3333333333333335,4,1077.3504,FrScA-S116-01,95.43378995,FrScA,Scheduling Conflict,S116,Approved/Enrolled,15.081794871794871,5.89025641025641,4.1866666666666665,0.6128205128205129,39,01,NA,NA,NA,48.46153846153846
5,5,4.5,847.9663,FrScA-S216-01,87.81038375,FrScA,Scheduling Conflict,S216,Approved/Enrolled,14.83529411764706,5.466470588235294,5.0385294117647055,1.1738235294117647,34,01,4.25,4,3.5,67.70588235294117
4.8,5,3,328.5168,PhysA-S116-01,85.73611111,PhysA,Learning Preference of the Student,S116,Approved/Enrolled,16.163,6.159,5.997,1.1035,20,01,3,3.3333333333333335,3,55.7
4.8,3.6666666666666665,4,3429.2834,FrScA-S116-01,81.27853881,FrScA,Other,S116,Approved/Enrolled,12.506410256410255,7.362307692307692,9.86948717948718,0.798974358974359,39,01,3.75,3.6666666666666665,3,50.84615384615385
4.4,4,4,1027.7002,FrScA-S116-01,98.17351598,FrScA,Other,S116,Approved/Enrolled,11.923414634146342,5.26,5.0963414634146345,0.37609756097560976,41,01,NA,NA,NA,60.609756097560975
3.8,4,3,3715.9002,AnPhA-S116-01,68.6629328,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,10.174782608695653,8.786521739130436,9.102173913043478,1.7595652173913043,23,01,NA,NA,NA,43.608695652173914
4,3.6666666666666665,3,2527.6997,AnPhA-S116-01,85.6208,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,10.311052631578947,7.2563157894736845,3.0852631578947367,0.5963157894736842,19,01,NA,NA,NA,55.89473684210526
4.4,4.333333333333333,4,4176.8337,AnPhA-S116-01,93.7024,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,9.4352,5.6936,4.4516,1.1348,25,01,NA,NA,NA,74.24
5,2.6666666666666665,3,1616.3337,FrScA-S116-01,91.09589041,FrScA,Other,S116,Approved/Enrolled,17.657666666666668,4.724666666666667,10.817,0.496,30,01,NA,NA,NA,41.266666666666666
4.2,3.6666666666666665,3.5,1891.1999,OcnA-S116-01,88.72026801,OcnA,Other,S116,Approved/Enrolled,15.786428571428571,9.584285714285715,4.532857142857143,0.4392857142857143,14,01,4.5,5,2,83.14285714285714
4,2.6666666666666665,4,1673.8004,FrScA-S116-01,95.43378995,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.999302325581395,7.514186046511628,4.271162790697675,0.6865116279069767,43,01,NA,NA,NA,83.53488372093024
5,5,NA,2712.234,AnPhA-S116-01,92.6074672,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,12.24875,8.738333333333333,4.8375,0.8629166666666667,24,01,NA,NA,NA,69.16666666666667
4.2,4.666666666666667,4.5,1872.0336,AnPhA-S116-01,80.0656,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,9.885,7.1045,7.049,0.751,20,01,NA,NA,NA,74
4.2,3.6666666666666665,4,3599.7168,AnPhA-S116-01,87.4408,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,11.3212,8.9796,4.366,1.366,25,01,NA,NA,NA,68.24
4.4,4.333333333333333,3.5,1101.2833,FrScA-S216-01,93.67945824,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,18.2275,4.694,7.5015,0.823,40,01,NA,NA,NA,54.25
4,4,3.5,893.1332,AnPhA-S116-01,25.5928,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,3.66,8.215,8.215,0,2,01,NA,NA,NA,28
1.8,2.3333333333333335,2.5,1551.3498,AnPhA-S116-01,75.5392,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,11.173793103448276,9.630689655172414,4.903448275862069,0.8306896551724138,29,01,NA,NA,NA,47.827586206896555
5,4,4,846.0835,FrScA-S216-01,87.13318284,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,15.048787878787879,6.296969696969697,6.235454545454545,0.8751515151515151,33,01,NA,NA,NA,55.121212121212125
4.4,4,3,2211.5331,OcnA-S216-01,82.71524288,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,13.01,4.422,3.048,1.183,10,01,NA,NA,NA,67.9
3.8,3.3333333333333335,2.5,1076.5339,BioA-S116-01,83.16666667,BioA,Learning Preference of the Student,S116,Approved/Enrolled,17.8325,9.7425,5.484166666666667,0.7625,12,01,NA,NA,NA,75.91666666666667
5,4.666666666666667,5,67.5167,AnPhA-S116-01,19.84,AnPhA,Scheduling Conflict,S116,Approved/Enrolled,8.708333333333334,6.708333333333333,8.288333333333334,0.47,6,01,NA,NA,NA,41.833333333333336
4,4,3.5,3109.0664,AnPhA-S116-01,79.8506672,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.1992,7.0808,7.026,1.2032,25,01,NA,NA,NA,46.56
5,5,4.5,2393.4669,FrScA-S116-03,49.13013699,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,11.845454545454546,4.993636363636363,2.190909090909091,1.1527272727272726,11,03,5,5,5,63.18181818181818
4.2,4.666666666666667,4,2193.117,FrScA-S116-02,61.2283105,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.662432432432432,7.154864864864865,6.8832432432432435,0.45,37,02,NA,NA,NA,49
NA,3,4,2267.4,FrScA-S116-01,95.89041096,FrScA,Other,S116,Approved/Enrolled,15.16425,5.64025,2.93825,0.80975,40,01,NA,NA,NA,79.575
5,4,3,2457.1828,OcnA-S116-02,60.40201005,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,16.773846153846154,5.361538461538461,3.4253846153846155,1.2692307692307692,13,02,NA,NA,NA,61.46153846153846
4.6,4,4,1133.4667,OcnA-S216-02,90.07705193,OcnA,Other,S216,Approved/Enrolled,15.477142857142857,5.980952380952381,3.9057142857142857,2.1214285714285714,21,02,NA,NA,NA,55.95238095238095
4.4,4.666666666666667,3.5,2143.133,AnPhA-S116-02,85.9093344,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,10.664347826086956,9.651304347826088,8.39913043478261,1.102608695652174,23,02,NA,NA,NA,63.08695652173913
4.4,3,3.5,1600.3334,FrScA-S116-01,95.66210046,FrScA,Scheduling Conflict,S116,Approved/Enrolled,13.9034,6.7068,6.4748,1.214,50,01,NA,NA,NA,30.26
4.6,3,3.5,3742.8836,OcnA-S116-01,94.61474037,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,11.822105263157894,8.703684210526315,6.456842105263158,1.4689473684210526,19,01,4.75,4.666666666666667,4,65.63157894736842
4.6,4,4,879.1998,FrScA-S116-01,99.08675799,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,17.56783783783784,6.614324324324325,3.2783783783783784,1.4143243243243244,37,01,2.25,2,2.5,79.64864864864865
4.8,4,4.5,553.3835,FrScA-S116-01,96.34703196,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,10.963658536585365,4.95390243902439,6.2680487804878044,1.0885365853658537,41,01,4,3,4,67.53658536585365
4.8,4.333333333333333,4.5,3344.1504,FrScA-S116-01,87.55707763,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,18.14121212121212,8.345757575757576,4.037575757575757,0.31181818181818183,33,01,NA,NA,NA,52.878787878787875
4.8,3.3333333333333335,3.5,1666.7332,FrScA-S116-01,83.33333333,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,18.46818181818182,5.948181818181818,7.031818181818181,0.7183636363636363,55,01,4,4,4,47.872727272727275
4,3,3,1422.7335,FrScA-S216-01,89.84198646,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,15.18275,5.54925,7.921,0.32875,40,01,NA,NA,NA,42.65
5,3.6666666666666665,4.5,1294.8334,FrScA-S116-03,80.3652968,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,18.255675675675676,4.895675675675675,4.3402702702702705,1.2335135135135136,37,03,NA,NA,NA,97.16216216216216
5,4.666666666666667,5,3101.5166,AnPhA-S216-01,83.624,AnPhA,Scheduling Conflict,S216,Approved/Enrolled,9.356923076923076,5.4715384615384615,3.796153846153846,1.2084615384615385,13,01,NA,NA,NA,113.84615384615384
4.4,3.6666666666666665,4,1377.5666,OcnA-S116-01,73.07872697,OcnA,Scheduling Conflict,S116,Approved/Enrolled,13.231,4.849,5.055,0.807,20,01,4.25,4,4,60.95
4.2,3.6666666666666665,4.5,1202.6335,OcnA-S116-02,68.25795645,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,22.983999999999998,3.198,5.61,0.244,10,02,NA,NA,NA,32.8
3.8,3.6666666666666665,3,1920.8168,FrScA-S116-01,88.01369863,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,17.0975,6.360681818181818,3.355681818181818,1.4202272727272727,44,01,4.75,4,3,36.27272727272727
4,3.3333333333333335,4,1788.9003,FrScA-S216-01,73.25056433,FrScA,Course Unavailable at Local School,S216,Approved/Enrolled,12.690999999999999,5.173,3.6395,1.5745,20,01,NA,NA,NA,92.05
5,3.6666666666666665,4,1605.0336,FrScA-S116-01,78.76712329,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,12.812692307692307,5.966538461538462,7.311538461538461,0.16115384615384615,26,01,5,3.6666666666666665,5,48.15384615384615
5,4.666666666666667,4.5,1587.1833,AnPhA-S116-01,91.312,AnPhA,Other,S116,Approved/Enrolled,9.79,6.419545454545455,4.125909090909091,1.3836363636363636,22,01,NA,NA,NA,102.81818181818181
4,4,4,181.5999,BioA-S116-01,6.693548387,BioA,Other,S116,Approved/Enrolled,15.431666666666667,5.118333333333333,10.295,0.4633333333333333,6,01,NA,NA,NA,24.5
4.4,4.666666666666667,4,486.65,FrScA-S116-01,60.2739726,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,15.236538461538462,5.002307692307692,5.938461538461539,1.4846153846153847,26,01,NA,NA,NA,72.15384615384616
5,5,4,546.4335,OcnA-S116-02,8.040201005,OcnA,Course Unavailable at Local School,S116,Approved/Enrolled,20.93,7.604,3.736,0.264,5,02,NA,NA,NA,78
4.6,4.333333333333333,4.5,1365.8501,FrScA-S116-01,88.58447489,FrScA,Scheduling Conflict,S116,Approved/Enrolled,13.914594594594595,6.696486486486487,4.763243243243243,0.7283783783783784,37,01,NA,NA,NA,70.54054054054055
4.6,4.333333333333333,4.5,1471.8833,AnPhA-S116-01,77.3104,AnPhA,Course Unavailable at Local School,S116,Approved/Enrolled,12.27,7.219,4.079,1.019,20,01,NA,NA,NA,64.15
5,4.666666666666667,4,768.6994,PhysA-S116-01,97.5,PhysA,Course Unavailable at Local School,S116,Approved/Enrolled,14.477777777777778,6.178888888888888,5.168333333333333,0.08944444444444444,18,01,4.25,3.6666666666666665,4,72.61111111111111
3.8,3.3333333333333335,3.5,3755.1506,OcnA-S116-02,80.83752094,OcnA,Learning Preference of the Student,S116,Approved/Enrolled,15.686363636363636,4.553636363636364,4.251818181818182,1.8618181818181818,11,02,NA,NA,NA,64.63636363636364
4,3.3333333333333335,4,3341.9499,FrScA-S116-01,92.69406393,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,13.175161290322581,6.339677419354839,8.865806451612903,0.20838709677419354,31,01,NA,NA,NA,55.903225806451616
3.4,2.6666666666666665,2.5,1451.8836,FrScA-S116-01,65.98173516,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,11.207777777777778,7.375,9.084444444444443,1.0672222222222223,18,01,NA,NA,NA,71.11111111111111
3.4,2.6666666666666665,3,1075.0999,FrScA-S116-01,71.00456621,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,11.645,8.740833333333333,3.564583333333333,1.4695833333333332,24,01,3.75,1.6666666666666667,3,160.45833333333334
4.8,3.3333333333333335,3,1330.8502,FrScA-S116-01,55.02283105,FrScA,Learning Preference of the Student,S116,Approved/Enrolled,10.433529411764706,5.512352941176471,16.73176470588235,0.2488235294117647,17,01,NA,NA,NA,35.529411764705884
4,4.666666666666667,NA,1496.8001,BioA-S116-01,90.08064516,BioA,Scheduling Conflict,S116,Approved/Enrolled,18.012666666666668,8.277333333333333,5.032666666666667,2.1506666666666665,15,01,NA,NA,NA,53.733333333333334
3.8,3.3333333333333335,3,1451.9169,FrScA-S116-01,96.11872146,FrScA,Scheduling Conflict,S116,Approved/Enrolled,13.2645,4.7085,5.6682500000000005,1.07325,40,01,NA,NA,NA,46.95
4.8,5,5,1995.5832,OcnA-S216-01,76.20435511,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,15.404117647058824,7.208823529411765,3.692941176470588,1.6588235294117646,17,01,NA,NA,NA,55.64705882352941
2.8,3.6666666666666665,3,1525.0333,BioA-T116-01,82.70215054,BioA,Other,T116,Approved/Enrolled,16.89,5.961538461538462,4.2469230769230775,1.76,13,01,2.75,3.3333333333333335,3.5,57.61538461538461
4.6,3.3333333333333335,4.5,1388.1167,FrScA-S116-01,96.80365297,FrScA,Course Unavailable at Local School,S116,Approved/Enrolled,14.674615384615384,6.194102564102564,5.218461538461538,0.3771794871794872,39,01,4.75,3.3333333333333335,4.5,35.02564102564103
4.6,3.6666666666666665,4.5,330.7998,OcnA-S216-01,93.47738693,OcnA,Course Unavailable at Local School,S216,Approved/Enrolled,17.018823529411765,7.192352941176471,3.3011764705882354,1.2776470588235294,17,01,NA,NA,NA,83.88235294117646
